서울특별시,구로구,신도림동,126.8805826,37.5077664
서울특별시,구로구,구로동,126.8757585,37.4930434
서울특별시,구로구,가리봉동,126.88762,37.48287
서울특별시,구로구,고척동,126.862747,37.5004171
서울특별시,구로구,개봉동,126.8511255,37.5003318
서울특별시,구로구,오류동,126.8450239,37.4970673
서울특별시,구로구,궁동,126.8277,37.5009
서울특별시,구로구,항동,126.825725,37.4809262
서울특별시,영등포구,영등포동,126.90681,37.51389
서울특별시,영등포구,영등포동1가,126.9128362,37.5176073
서울특별시,영등포구,영등포동5가,126.9066,37.5211
서울특별시,영등포구,영등포동7가,126.907,37.5242
서울특별시,영등포구,영등포동8가,126.9053,37.5289
서울특별시,영등포구,여의도동,126.929425,37.528317
서울특별시,영등포구,당산동1가,126.8985,37.5216
서울특별시,영등포구,당산동2가,126.8936,37.5225
서울특별시,영등포구,당산동3가,126.8971,37.5261
서울특별시,영등포구,당산동4가,126.8991,37.529
서울특별시,영등포구,당산동5가,126.9009,37.5323
서울특별시,영등포구,당산동,126.9065,37.5347
서울특별시,영등포구,도림동,126.89595,37.509475
서울특별시,영등포구,문래동2가,126.8929,37.5126
서울특별시,영등포구,문래동3가,126.895338,37.517008
서울특별시,영등포구,문래동4가,126.889875,37.51455
서울특별시,영등포구,문래동5가,126.8849,37.5161
서울특별시,영등포구,문래동6가,126.8845,37.5201
서울특별시,영등포구,양평동1가,126.8886,37.5232
서울특별시,영등포구,양평동2가,126.883563,37.523067
서울특별시,영등포구,양평동3가,126.89102,37.52902
서울특별시,영등포구,양평동4가,126.89605,37.53635
서울특별시,영등포구,양평동5가,126.8925,37.539
서울특별시,영등포구,양평동6가,126.889838,37.541883
서울특별시,영등포구,신길동,126.9214285,37.5112667
서울특별시,영등포구,대림동,126.905818,37.4954685
서울특별시,관악구,봉천동,126.9534602,37.4779618
서울특별시,관악구,신림동,126.927075,37.487426
서울특별시,관악구,남현동,126.9778366,37.4745394
서울특별시,구로구,온수동,126.8207,37.4938
서울특별시,구로구,천왕동,126.8391,37.4802
서울특별시,영등포구,당산동6가,126.9024,37.535
서울특별시,영등포구,영등포동4가,126.903625,37.518
서울특별시,영등포구,영등포동2가,126.9117,37.5208
서울특별시,영등포구,영등포동3가,126.9082,37.518
